"scenario","method","log_BF","effect_size","sample_size"
"5","BFGC",0.387403040260284,"0.8","50"
"5","JZS",3.16025032144205,"0.8","50"
"5","BFGC",3.50429825858078,"0.8","50"
"5","JZS",0.596323568474094,"0.8","50"
"5","BFGC",0.762382638892062,"0.8","50"
"1","JZS",0.334703838429156,"0.8","50"
"1","BFGC",0.340093354407823,"0.8","50"
"5","JZS",1.4750868374355,"0.8","50"
"5","BFGC",1.89173639587481,"0.8","50"
"5","JZS",1.51141688723558,"0.8","50"
"5","BFGC",1.86490015401419,"0.8","50"
"5","JZS",-0.50315116887607,"0.8","50"
"5","BFGC",-0.51192399984373,"0.8","50"
"5","JZS",-0.666086472041568,"0.8","50"
"5","BFGC",-0.710587476022155,"0.8","50"
"5","JZS",1.76557752508463,"0.8","50"
"5","BFGC",2.03538896341132,"0.8","50"
"5","JZS",0.431099058157373,"0.8","50"
"5","BFGC",0.632750782465469,"0.8","50"
"5","JZS",0.0973707260701914,"0.8","50"
"5","BFGC",0.365012169169405,"0.8","50"
"5","JZS",0.174915111948808,"0.8","50"
"5","BFGC",0.301807403102686,"0.8","50"
"5","JZS",0.278506667185644,"0.8","50"
"5","BFGC",0.497185319307284,"0.8","50"
"5","JZS",0.226032932385405,"0.8","50"
"5","BFGC",0.368063245507103,"0.8","50"
"1","JZS",0.44275704599241,"0.8","50"
"1","BFGC",0.450946052261579,"0.8","50"
"5","JZS",-0.168966210243545,"0.8","50"
"5","BFGC",-0.130571183461982,"0.8","50"
"5","JZS",0.340158923640084,"0.8","50"
"5","BFGC",0.516190880689796,"0.8","50"
"5","JZS",-0.384458990130134,"0.8","50"
"5","BFGC",-0.373321514271473,"0.8","50"
"5","JZS",0.201412717329937,"0.8","50"
"5","BFGC",0.389459395168376,"0.8","50"
"5","JZS",0.0914300677567836,"0.8","50"
"5","BFGC",0.289343049615712,"0.8","50"
"5","JZS",1.62320043338395,"0.8","50"
"5","BFGC",1.58002785195556,"0.8","50"
"5","JZS",0.314370211796037,"0.8","50"
"5","BFGC",0.435847522071542,"0.8","50"
"5","JZS",2.52878785148136,"0.8","50"
"5","BFGC",2.9174104922414,"0.8","50"
"5","JZS",1.4487099965922,"0.8","50"
"5","BFGC",1.85983052317088,"0.8","50"
"5","JZS",0.635455838367219,"0.8","50"
"5","BFGC",0.896363712633626,"0.8","50"
"1","JZS",0.0461810813224565,"0.8","50"
"1","BFGC",0.0435215038350531,"0.8","50"
"5","JZS",1.40182894353618,"0.8","50"
"5","BFGC",1.81046870338424,"0.8","50"
"5","JZS",0.946118918285119,"0.8","50"
"5","BFGC",1.14481775494624,"0.8","50"
"5","JZS",0.735644887365501,"0.8","50"
"5","BFGC",0.961289053640934,"0.8","50"
"5","JZS",0.330067053280998,"0.8","50"
"5","BFGC",0.43828478012975,"0.8","50"
"5","JZS",0.0197093278821826,"0.8","50"
"5","BFGC",0.0486867062698625,"0.8","50"
"5","JZS",0.331128646651964,"0.8","50"
"5","BFGC",0.506850052790662,"0.8","50"
"5","JZS",-0.292298862022733,"0.8","50"
"5","BFGC",-0.266536187005969,"0.8","50"
"5","JZS",0.783512608226952,"0.8","50"
"5","BFGC",0.789130431442696,"0.8","50"
"5","JZS",1.91933702357918,"0.8","50"
"5","BFGC",2.03417115034719,"0.8","50"
"5","JZS",1.23619533165045,"0.8","50"
"5","BFGC",1.30728752615475,"0.8","50"
"1","JZS",1.01105887609834,"0.8","50"
"1","BFGC",1.02752237629957,"0.8","50"
"5","JZS",0.863774291235103,"0.8","50"
"5","BFGC",1.10531648439255,"0.8","50"
"5","JZS",-0.0481082273067124,"0.8","50"
"5","BFGC",0.0580346012072216,"0.8","50"
"5","JZS",1.01017935411732,"0.8","50"
"5","BFGC",1.32206553747089,"0.8","50"
"5","JZS",1.08791752908944,"0.8","50"
"5","BFGC",1.34411552408681,"0.8","50"
"5","JZS",-0.184762558783358,"0.8","50"
"5","BFGC",-0.144033925257825,"0.8","50"
"5","JZS",1.46160189685946,"0.8","50"
"5","BFGC",1.85532416154675,"0.8","50"
"5","JZS",0.609089277520871,"0.8","50"
"5","BFGC",0.697198066200283,"0.8","50"
"5","JZS",-0.23129129893139,"0.8","50"
"5","BFGC",-0.125442461697491,"0.8","50"
"5","JZS",1.41543956037605,"0.8","50"
"5","BFGC",1.7083114445971,"0.8","50"
"5","JZS",1.41684627723056,"0.8","50"
"5","BFGC",1.86979145358245,"0.8","50"
"1","JZS",0.269840040132581,"0.8","50"
"1","BFGC",0.274239372114243,"0.8","50"
"5","JZS",2.05206476577049,"0.8","50"
"5","BFGC",2.58600217733348,"0.8","50"
"5","JZS",3.15907211581501,"0.8","50"
"5","BFGC",2.89865846693661,"0.8","50"
"5","JZS",1.67694585747663,"0.8","50"
"5","BFGC",1.90387928283547,"0.8","50"
"5","JZS",0.0281681709853934,"0.8","50"
"5","BFGC",0.159598270660569,"0.8","50"
"5","JZS",0.0967831620117783,"0.8","50"
"5","BFGC",0.134548880731246,"0.8","50"
"5","JZS",1.0800575838321,"0.8","50"
"5","BFGC",1.24728248699193,"0.8","50"
"5","JZS",-0.142965022977034,"0.8","50"
"5","BFGC",-0.089941813629671,"0.8","50"
"5","JZS",0.854623165395761,"0.8","50"
"5","BFGC",0.787724146852858,"0.8","50"
"5","JZS",1.82700406245933,"0.8","50"
"5","BFGC",2.07615511435276,"0.8","50"
"5","JZS",-0.23461015985934,"0.8","50"
"5","BFGC",-0.181485995907549,"0.8","50"
"1","JZS",0.42855894205612,"0.8","50"
"1","BFGC",0.436152450570006,"0.8","50"
"5","JZS",0.0160095485338006,"0.8","50"
"5","BFGC",0.100707210784459,"0.8","50"
"5","JZS",0.02070601280203,"0.8","50"
"5","BFGC",0.0753318959049599,"0.8","50"
"5","JZS",-0.463702512652429,"0.8","50"
"5","BFGC",-0.445508546903523,"0.8","50"
"5","JZS",0.268730162631537,"0.8","50"
"5","BFGC",0.438318510433764,"0.8","50"
"5","JZS",-0.257929070397221,"0.8","50"
"5","BFGC",-0.187337167358506,"0.8","50"
"5","JZS",-0.467462510824793,"0.8","50"
"5","BFGC",-0.465873498268021,"0.8","50"
"5","JZS",2.52218484961334,"0.8","50"
"5","BFGC",3.33381485916794,"0.8","50"
"5","JZS",0.595480443117501,"0.8","50"
"5","BFGC",0.844096816059032,"0.8","50"
"5","JZS",-0.332206485224757,"0.8","50"
"5","BFGC",-0.32010553691367,"0.8","50"
"5","JZS",1.01311906820804,"0.8","50"
"5","BFGC",1.02815249636054,"0.8","50"
"1","JZS",-0.630364402784919,"0.8","50"
"1","BFGC",-0.659537162924998,"0.8","50"
"5","JZS",-0.0249850947700161,"0.8","50"
"5","BFGC",0.000669549895270974,"0.8","50"
"5","JZS",0.775055874771999,"0.8","50"
"5","BFGC",0.906351508627459,"0.8","50"
"5","JZS",0.250966152160715,"0.8","50"
"5","BFGC",0.432369510373189,"0.8","50"
"5","JZS",2.87689165898825,"0.8","50"
"5","BFGC",3.36114024545968,"0.8","50"
"5","JZS",-0.0492839728198771,"0.8","50"
"5","BFGC",0.0711872399591118,"0.8","50"
"5","JZS",1.29801861594852,"0.8","50"
"5","BFGC",1.61978331485003,"0.8","50"
"5","JZS",0.192534029169685,"0.8","50"
"5","BFGC",0.223107889868813,"0.8","50"
"5","JZS",0.506427314662874,"0.8","50"
"5","BFGC",0.68638549198143,"0.8","50"
"5","JZS",1.85593189733373,"0.8","50"
"5","BFGC",2.35131899854448,"0.8","50"
"5","JZS",1.950881699795,"0.8","50"
"5","BFGC",2.04103967302307,"0.8","50"
"1","JZS",1.08327909139824,"0.8","50"
"1","BFGC",1.08638707107847,"0.8","50"
"5","JZS",0.916263332353022,"0.8","50"
"5","BFGC",1.05163921446857,"0.8","50"
"5","JZS",0.259584274281779,"0.8","50"
"5","BFGC",0.30924251401531,"0.8","50"
"5","JZS",-0.0381783519829782,"0.8","50"
"5","BFGC",0.011069868322296,"0.8","50"
"5","JZS",1.30850387086521,"0.8","50"
"5","BFGC",1.64588169278085,"0.8","50"
"5","JZS",0.430169465812097,"0.8","50"
"5","BFGC",0.617115347197452,"0.8","50"
"5","JZS",0.820757704722395,"0.8","50"
"5","BFGC",1.01729172512249,"0.8","50"
"5","JZS",0.243055264404315,"0.8","50"
"5","BFGC",0.304740715329067,"0.8","50"
"5","JZS",3.36072321263904,"0.8","50"
"5","BFGC",3.66409668541787,"0.8","50"
"5","JZS",1.02004855750244,"0.8","50"
"5","BFGC",1.24636789024614,"0.8","50"
"5","JZS",0.382476090078877,"0.8","50"
"5","BFGC",0.716907944745709,"0.8","50"
"1","JZS",1.19726235014133,"0.8","50"
"1","BFGC",1.21506889507115,"0.8","50"
"1","JZS",1.43873319760259,"0.8","50"
"1","BFGC",1.456688587292,"0.8","50"
"5","JZS",1.07260690816422,"0.8","50"
"5","BFGC",1.452352499496,"0.8","50"
"5","JZS",0.0998235195825409,"0.8","50"
"5","BFGC",0.209260393928242,"0.8","50"
"5","JZS",0.498640515218446,"0.8","50"
"5","BFGC",0.511883231409927,"0.8","50"
"5","JZS",1.24809430235876,"0.8","50"
"5","BFGC",1.68641960297751,"0.8","50"
"5","JZS",0.797808947102022,"0.8","50"
"5","BFGC",0.91504838363344,"0.8","50"
"5","JZS",1.63617744451621,"0.8","50"
"5","BFGC",1.31352479539639,"0.8","50"
"5","JZS",-0.0665102412283669,"0.8","50"
"5","BFGC",0.0500757464289708,"0.8","50"
"5","JZS",-0.126932713369836,"0.8","50"
"5","BFGC",-0.0533251727941597,"0.8","50"
"5","JZS",0.385061670321623,"0.8","50"
"5","BFGC",0.567843420516985,"0.8","50"
"5","JZS",2.68692172273189,"0.8","50"
"5","BFGC",2.82332547268868,"0.8","50"
"1","JZS",4.27927101555895,"0.8","50"
"1","BFGC",3.9630103616429,"0.8","50"
"5","JZS",2.15817547404821,"0.8","50"
"5","BFGC",2.07651135038662,"0.8","50"
"5","JZS",0.204530117754496,"0.8","50"
"5","BFGC",0.332634763115497,"0.8","50"
"5","JZS",0.414208290246526,"0.8","50"
"5","BFGC",0.607245037388436,"0.8","50"
"5","JZS",0.755010656640697,"0.8","50"
"5","BFGC",1.03170210847359,"0.8","50"
"5","JZS",0.0225440222510067,"0.8","50"
"5","BFGC",0.16902701777119,"0.8","50"
"5","JZS",0.674274589856071,"0.8","50"
"5","BFGC",0.900086904586072,"0.8","50"
"5","JZS",0.898009422450615,"0.8","50"
"5","BFGC",1.35464673486258,"0.8","50"
"5","JZS",2.24242577562344,"0.8","50"
"5","BFGC",2.80285561926586,"0.8","50"
"5","JZS",-0.534686508399796,"0.8","50"
"5","BFGC",-0.550924304857175,"0.8","50"
"5","JZS",-0.0630278450140129,"0.8","50"
"5","BFGC",0.0344256222135917,"0.8","50"
"1","JZS",0.594138880084029,"0.8","50"
"1","BFGC",0.605079994441461,"0.8","50"
"5","JZS",2.52434626368084,"0.8","50"
"5","BFGC",3.21053784858076,"0.8","50"
"5","JZS",1.72975835382764,"0.8","50"
"5","BFGC",2.36894778262624,"0.8","50"
"5","JZS",0.44087406555051,"0.8","50"
"5","BFGC",0.675290096043331,"0.8","50"
"5","JZS",0.580451021327463,"0.8","50"
"5","BFGC",0.515363839724189,"0.8","50"
"5","JZS",2.17243775306208,"0.8","50"
"5","BFGC",2.48190517216295,"0.8","50"
"5","JZS",0.055271786666691,"0.8","50"
"5","BFGC",0.12506816260557,"0.8","50"
"5","JZS",-0.329801212070309,"0.8","50"
"5","BFGC",-0.309140814494572,"0.8","50"
"5","JZS",2.86841973265076,"0.8","50"
"5","BFGC",3.57356239099569,"0.8","50"
"5","JZS",1.48024681432856,"0.8","50"
"5","BFGC",2.04949392167795,"0.8","50"
"5","JZS",0.11795230351003,"0.8","50"
"5","BFGC",0.3475754707534,"0.8","50"
"1","JZS",1.00197260251068,"0.8","50"
"1","BFGC",1.01833837333514,"0.8","50"
"5","JZS",0.767030322766769,"0.8","50"
"5","BFGC",0.736633948367901,"0.8","50"
"5","JZS",-0.214441520296368,"0.8","50"
"5","BFGC",-0.138316807498148,"0.8","50"
"5","JZS",1.28909068315468,"0.8","50"
"5","BFGC",1.44884698211168,"0.8","50"
"5","JZS",0.172126721575679,"0.8","50"
"5","BFGC",0.407121422851404,"0.8","50"
"5","JZS",1.91314306267631,"0.8","50"
"5","BFGC",2.24473544761717,"0.8","50"
"5","JZS",0.151168407045674,"0.8","50"
"5","BFGC",0.198969398895368,"0.8","50"
"5","JZS",-0.261102717690559,"0.8","50"
"5","BFGC",-0.202162422436535,"0.8","50"
"5","JZS",1.26208912145908,"0.8","50"
"5","BFGC",1.29739985297339,"0.8","50"
"5","JZS",0.559180624719481,"0.8","50"
"5","BFGC",0.725216774189029,"0.8","50"
"5","JZS",1.95888807633534,"0.8","50"
"5","BFGC",2.25900018768499,"0.8","50"
"1","JZS",0.50082406751901,"0.8","50"
"1","BFGC",0.510013605944526,"0.8","50"
"5","JZS",0.171971022694677,"0.8","50"
"5","BFGC",0.303972423229555,"0.8","50"
"5","JZS",0.499392823335676,"0.8","50"
"5","BFGC",0.661841600635183,"0.8","50"
"5","JZS",-0.01501438097783,"0.8","50"
"5","BFGC",0.0645289446797203,"0.8","50"
"5","JZS",1.46533445428456,"0.8","50"
"5","BFGC",1.97367576352159,"0.8","50"
"5","JZS",1.00557311034526,"0.8","50"
"5","BFGC",1.13980698299023,"0.8","50"
"5","JZS",0.589852261202998,"0.8","50"
"5","BFGC",0.687097505257937,"0.8","50"
"5","JZS",0.883603493926336,"0.8","50"
"5","BFGC",1.07651521145176,"0.8","50"
"5","JZS",0.768099468208087,"0.8","50"
"5","BFGC",0.829016711225699,"0.8","50"
"5","JZS",0.310281122001144,"0.8","50"
"5","BFGC",0.418281855896799,"0.8","50"
"5","JZS",0.803083720236922,"0.8","50"
"5","BFGC",1.05389172133612,"0.8","50"
"1","JZS",0.554038725869161,"0.8","50"
"1","BFGC",0.564290256660856,"0.8","50"
"5","JZS",2.18109083779378,"0.8","50"
"5","BFGC",2.37156042815325,"0.8","50"
"5","JZS",0.429382606098856,"0.8","50"
"5","BFGC",0.707046975049157,"0.8","50"
"5","JZS",0.375281453830632,"0.8","50"
"5","BFGC",0.459652755682263,"0.8","50"
"5","JZS",0.784749701236605,"0.8","50"
"5","BFGC",0.805975786783928,"0.8","50"
"5","JZS",1.16224878527372,"0.8","50"
"5","BFGC",1.13080756317092,"0.8","50"
"5","JZS",-0.144544508022334,"0.8","50"
"5","BFGC",-0.00923654981559139,"0.8","50"
"5","JZS",1.0135676705652,"0.8","50"
"5","BFGC",1.10004892446608,"0.8","50"
"5","JZS",0.64895472615309,"0.8","50"
"5","BFGC",0.853784511222135,"0.8","50"
"5","JZS",0.352230015181345,"0.8","50"
"5","BFGC",0.571195779929394,"0.8","50"
"5","JZS",5.54991336939716,"0.8","50"
"5","BFGC",5.96910786511146,"0.8","50"
"1","JZS",1.52039956473676,"0.8","50"
"1","BFGC",1.52586335332253,"0.8","50"
"5","JZS",-0.276768725416788,"0.8","50"
"5","BFGC",-0.276869017891092,"0.8","50"
"5","JZS",-0.157462853000947,"0.8","50"
"5","BFGC",-0.130236526000137,"0.8","50"
"5","JZS",0.127974931385391,"0.8","50"
"5","BFGC",0.285737967590683,"0.8","50"
"5","JZS",1.00556370082221,"0.8","50"
"5","BFGC",1.25559684667052,"0.8","50"
"5","JZS",1.70482119945489,"0.8","50"
"5","BFGC",2.09678568763397,"0.8","50"
"5","JZS",0.737240246866553,"0.8","50"
"5","BFGC",0.715776637749957,"0.8","50"
"5","JZS",-0.276722816877792,"0.8","50"
"5","BFGC",-0.254766174149149,"0.8","50"
"5","JZS",1.39859189039772,"0.8","50"
"5","BFGC",1.88124218768305,"0.8","50"
"5","JZS",0.827225385271161,"0.8","50"
"5","BFGC",0.913953701500434,"0.8","50"
"5","JZS",0.754853479723089,"0.8","50"
"5","BFGC",0.867662517606828,"0.8","50"
"1","JZS",3.6414825927557,"0.8","50"
"1","BFGC",3.52202753941137,"0.8","50"
"5","JZS",-0.0370787334489572,"0.8","50"
"5","BFGC",0.00198336919041111,"0.8","50"
"5","JZS",1.31701943526677,"0.8","50"
"5","BFGC",1.60313713531929,"0.8","50"
"5","JZS",0.749017458799061,"0.8","50"
"5","BFGC",0.841272978902405,"0.8","50"
"5","JZS",2.3895509959231,"0.8","50"
"5","BFGC",2.84497055157948,"0.8","50"
"5","JZS",1.10224200628587,"0.8","50"
"5","BFGC",1.5827918660528,"0.8","50"
"5","JZS",0.700907870418538,"0.8","50"
"5","BFGC",0.968077343335207,"0.8","50"
"5","JZS",0.312083732397349,"0.8","50"
"5","BFGC",0.365239383646368,"0.8","50"
"5","JZS",0.392119411516018,"0.8","50"
"5","BFGC",0.606804323881166,"0.8","50"
"5","JZS",-0.161439201681336,"0.8","50"
"5","BFGC",-0.106178971534949,"0.8","50"
"5","JZS",1.80084916252364,"0.8","50"
"5","BFGC",2.29902503575312,"0.8","50"
"1","JZS",1.05132171282169,"0.8","50"
"1","BFGC",1.06773774283538,"0.8","50"
"5","JZS",2.25220979286873,"0.8","50"
"5","BFGC",2.74314058381883,"0.8","50"
"5","JZS",2.85549986076998,"0.8","50"
"5","BFGC",2.48991782698045,"0.8","50"
"5","JZS",0.751583743819947,"0.8","50"
"5","BFGC",1.10301438653298,"0.8","50"
"5","JZS",1.18659054811349,"0.8","50"
"5","BFGC",1.10709403415679,"0.8","50"
"5","JZS",0.880705062879776,"0.8","50"
"5","BFGC",1.14305237788808,"0.8","50"
"5","JZS",4.66500379602679,"0.8","50"
"5","BFGC",4.64110180708909,"0.8","50"
"5","JZS",0.286524590104766,"0.8","50"
"5","BFGC",0.300811724778588,"0.8","50"
"5","JZS",2.10680618880551,"0.8","50"
"5","BFGC",2.54459664002715,"0.8","50"
"5","JZS",3.28202789939493,"0.8","50"
"5","BFGC",2.97962533713106,"0.8","50"
"5","JZS",1.484343600832,"0.8","50"
"5","BFGC",1.85381479555804,"0.8","50"
"1","JZS",0.743426992826054,"0.8","50"
"1","BFGC",0.756900020051028,"0.8","50"
"5","JZS",0.334872918236947,"0.8","50"
"5","BFGC",0.411648629059141,"0.8","50"
"5","JZS",0.0513757755776904,"0.8","50"
"5","BFGC",0.166623063322162,"0.8","50"
"5","JZS",-0.514082708454233,"0.8","50"
"5","BFGC",-0.522994880428464,"0.8","50"
"5","JZS",1.29160195751324,"0.8","50"
"5","BFGC",1.55783807725872,"0.8","50"
"5","JZS",0.159834495203824,"0.8","50"
"5","BFGC",0.316868968225019,"0.8","50"
"5","JZS",1.31412848353755,"0.8","50"
"5","BFGC",1.43094636689542,"0.8","50"
"5","JZS",0.22948884009385,"0.8","50"
"5","BFGC",0.427890530039043,"0.8","50"
"5","JZS",0.668518280807565,"0.8","50"
"5","BFGC",0.850868853114928,"0.8","50"
"5","JZS",0.301538983994709,"0.8","50"
"5","BFGC",0.410847804657923,"0.8","50"
"5","JZS",2.25166715331706,"0.8","50"
"5","BFGC",2.67120882772083,"0.8","50"
"1","JZS",1.21377269647403,"0.8","50"
"1","BFGC",1.23200807981531,"0.8","50"
"1","JZS",0.360911827717909,"0.8","50"
"1","BFGC",0.367497807187783,"0.8","50"
"5","JZS",0.0518533887023175,"0.8","50"
"5","BFGC",0.0561532734285662,"0.8","50"
"5","JZS",0.236296319937123,"0.8","50"
"5","BFGC",0.332271411398796,"0.8","50"
"5","JZS",-0.00860026460721333,"0.8","50"
"5","BFGC",0.0161786789802914,"0.8","50"
"5","JZS",0.676704451451962,"0.8","50"
"5","BFGC",0.811722954197967,"0.8","50"
"5","JZS",0.401295597498845,"0.8","50"
"5","BFGC",0.44506484959249,"0.8","50"
"5","JZS",1.39228028860979,"0.8","50"
"5","BFGC",1.64104097258563,"0.8","50"
"5","JZS",1.26522559876108,"0.8","50"
"5","BFGC",1.54096053185804,"0.8","50"
"5","JZS",0.858949768241381,"0.8","50"
"5","BFGC",0.999246691671951,"0.8","50"
"5","JZS",0.848433175307157,"0.8","50"
"5","BFGC",1.13016208080264,"0.8","50"
"5","JZS",1.01129267706476,"0.8","50"
"5","BFGC",1.07909368626553,"0.8","50"
"1","JZS",2.99304927514168,"0.8","50"
"1","BFGC",2.98441907908522,"0.8","50"
"5","JZS",0.0908758696641261,"0.8","50"
"5","BFGC",0.280107923235328,"0.8","50"
"5","JZS",1.6040196894658,"0.8","50"
"5","BFGC",1.65186985128494,"0.8","50"
"5","JZS",0.744347339421752,"0.8","50"
"5","BFGC",0.849179748712713,"0.8","50"
"5","JZS",2.15983600954409,"0.8","50"
"5","BFGC",2.32452698999976,"0.8","50"
"5","JZS",-0.120367734741078,"0.8","50"
"5","BFGC",-0.0336916465055211,"0.8","50"
"5","JZS",-0.27489020339593,"0.8","50"
"5","BFGC",-0.212377106583461,"0.8","50"
"5","JZS",2.51294015325763,"0.8","50"
"5","BFGC",2.94755355769664,"0.8","50"
"5","JZS",1.21219556661875,"0.8","50"
"5","BFGC",1.22972624794908,"0.8","50"
"5","JZS",0.125323819157212,"0.8","50"
"5","BFGC",0.229610583663855,"0.8","50"
"5","JZS",-0.0762700114298831,"0.8","50"
"5","BFGC",-0.00586518980918601,"0.8","50"
"1","JZS",0.879012600470496,"0.8","50"
"1","BFGC",0.893107108518112,"0.8","50"
"5","JZS",-0.35205934900721,"0.8","50"
"5","BFGC",-0.34030579580979,"0.8","50"
"5","JZS",-0.414635424998936,"0.8","50"
"5","BFGC",-0.413170919088479,"0.8","50"
"5","JZS",0.276526895871345,"0.8","50"
"5","BFGC",0.513235494944144,"0.8","50"
"5","JZS",0.55049330037702,"0.8","50"
"5","BFGC",0.754050425616091,"0.8","50"
"5","JZS",0.558954503922246,"0.8","50"
"5","BFGC",0.735184334273972,"0.8","50"
"5","JZS",1.14898096574128,"0.8","50"
"5","BFGC",1.62934950757661,"0.8","50"
"5","JZS",-0.35411162824049,"0.8","50"
"5","BFGC",-0.320128276505806,"0.8","50"
"5","JZS",-0.482251903787544,"0.8","50"
"5","BFGC",-0.485719006939416,"0.8","50"
"5","JZS",1.54429720969215,"0.8","50"
"5","BFGC",2.04760442512252,"0.8","50"
"5","JZS",-0.143342599675839,"0.8","50"
"5","BFGC",-0.100922964312822,"0.8","50"
"1","JZS",-0.0223029299644128,"0.8","50"
"1","BFGC",-0.0265613717449095,"0.8","50"
"5","JZS",-0.404461589357996,"0.8","50"
"5","BFGC",-0.40596394848367,"0.8","50"
"5","JZS",1.43922926362089,"0.8","50"
"5","BFGC",1.7142192710458,"0.8","50"
"5","JZS",0.735407801413599,"0.8","50"
"5","BFGC",0.897617496404434,"0.8","50"
"5","JZS",0.714339850476857,"0.8","50"
"5","BFGC",1.02180266585465,"0.8","50"
"5","JZS",2.10230198917198,"0.8","50"
"5","BFGC",2.41431999961604,"0.8","50"
"5","JZS",0.958287057088881,"0.8","50"
"5","BFGC",1.23340902994445,"0.8","50"
"5","JZS",1.90815626152747,"0.8","50"
"5","BFGC",2.22672142633826,"0.8","50"
"5","JZS",0.296269903473772,"0.8","50"
"5","BFGC",0.414805860907029,"0.8","50"
"5","JZS",-0.0408782304245394,"0.8","50"
"5","BFGC",0.0488676173869918,"0.8","50"
"5","JZS",2.19147392147773,"0.8","50"
"5","BFGC",1.9488874761366,"0.8","50"
"1","JZS",0.580163473787988,"0.8","50"
"1","BFGC",0.590851888446118,"0.8","50"
"5","JZS",0.3840550427898,"0.8","50"
"5","BFGC",0.459210694234236,"0.8","50"
"5","JZS",-0.298570160089665,"0.8","50"
"5","BFGC",-0.26595465245375,"0.8","50"
"5","JZS",0.823952285449666,"0.8","50"
"5","BFGC",1.12351913146863,"0.8","50"
"5","JZS",-0.024621470935234,"0.8","50"
"5","BFGC",-0.0364192461352087,"0.8","50"
"5","JZS",-0.37984412505082,"0.8","50"
"5","BFGC",-0.363961480967662,"0.8","50"
"5","JZS",1.37748386034991,"0.8","50"
"5","BFGC",1.45870486996048,"0.8","50"
"5","JZS",0.74869585023414,"0.8","50"
"5","BFGC",1.05152368331316,"0.8","50"
"5","JZS",2.07446183069894,"0.8","50"
"5","BFGC",2.29192071545331,"0.8","50"
"5","JZS",0.916871450499228,"0.8","50"
"5","BFGC",1.07992084083616,"0.8","50"
"5","JZS",0.418743658281957,"0.8","50"
"5","BFGC",0.656171036187643,"0.8","50"
"1","JZS",1.06697105115505,"0.8","50"
"1","BFGC",1.08412464497485,"0.8","50"
"5","JZS",2.87939694671821,"0.8","50"
"5","BFGC",3.52000696160475,"0.8","50"
"5","JZS",0.214757290225535,"0.8","50"
"5","BFGC",0.403663647462941,"0.8","50"
"5","JZS",0.555244861281555,"0.8","50"
"5","BFGC",0.765133961993524,"0.8","50"
"5","JZS",1.19688876347698,"0.8","50"
"5","BFGC",1.55891887558872,"0.8","50"
"5","JZS",0.486640364897161,"0.8","50"
"5","BFGC",0.820740252444161,"0.8","50"
"5","JZS",0.593407293029675,"0.8","50"
"5","BFGC",0.822909358274616,"0.8","50"
"5","JZS",1.83220547297752,"0.8","50"
"5","BFGC",2.20288556657204,"0.8","50"
"5","JZS",-0.359460883959764,"0.8","50"
"5","BFGC",-0.304333022292909,"0.8","50"
"5","JZS",1.16666170647278,"0.8","50"
"5","BFGC",1.4035331383783,"0.8","50"
"5","JZS",0.664007719442931,"0.8","50"
"5","BFGC",0.697216662924296,"0.8","50"
"1","JZS",1.39921125017296,"0.8","50"
"1","BFGC",1.41261045919435,"0.8","50"
"5","JZS",-0.273890681760366,"0.8","50"
"5","BFGC",-0.212073536669171,"0.8","50"
"5","JZS",0.637142044181446,"0.8","50"
"5","BFGC",0.860884138328538,"0.8","50"
"5","JZS",-0.0178274861367255,"0.8","50"
"5","BFGC",0.0383254886143091,"0.8","50"
"5","JZS",0.663593791575477,"0.8","50"
"5","BFGC",0.901089579086916,"0.8","50"
"5","JZS",0.199833523204799,"0.8","50"
"5","BFGC",0.301269227576997,"0.8","50"
"5","JZS",1.00967598576535,"0.8","50"
"5","BFGC",1.01354332876368,"0.8","50"
"5","JZS",0.0995597058001796,"0.8","50"
"5","BFGC",0.210527916452789,"0.8","50"
"5","JZS",0.149286929160897,"0.8","50"
"5","BFGC",0.202452184161637,"0.8","50"
"5","JZS",0.88205106384205,"0.8","50"
"5","BFGC",1.07316858153167,"0.8","50"
"5","JZS",2.01004000223027,"0.8","50"
"5","BFGC",2.54082162121941,"0.8","50"
"1","JZS",3.24262580921523,"0.8","50"
"1","BFGC",3.22758316447034,"0.8","50"
"5","JZS",1.32821202322012,"0.8","50"
"5","BFGC",1.52934675222521,"0.8","50"
"5","JZS",1.7219062568845,"0.8","50"
"5","BFGC",2.13558976995418,"0.8","50"
"5","JZS",0.0827416208729689,"0.8","50"
"5","BFGC",0.117231427230668,"0.8","50"
"5","JZS",0.349534079860446,"0.8","50"
"5","BFGC",0.530581149303765,"0.8","50"
"5","JZS",0.311714166514808,"0.8","50"
"5","BFGC",0.359583440272338,"0.8","50"
"5","JZS",0.96308536824058,"0.8","50"
"5","BFGC",1.19585967940389,"0.8","50"
"5","JZS",0.214443479094569,"0.8","50"
"5","BFGC",0.321968636520973,"0.8","50"
"5","JZS",0.439860734187431,"0.8","50"
"5","BFGC",0.586812925687625,"0.8","50"
"5","JZS",1.80668709708445,"0.8","50"
"5","BFGC",2.03065972693085,"0.8","50"
"5","JZS",1.41788001387924,"0.8","50"
"5","BFGC",1.61656886627749,"0.8","50"
"1","JZS",1.23975323931587,"0.8","50"
"1","BFGC",1.25807817153115,"0.8","50"
"5","JZS",1.07401353100233,"0.8","50"
"5","BFGC",1.41086142903327,"0.8","50"
"5","JZS",0.580181815923943,"0.8","50"
"5","BFGC",0.643382881178261,"0.8","50"
"5","JZS",-0.0207754107730507,"0.8","50"
"5","BFGC",0.10747198049793,"0.8","50"
